id,State_Name,Mean,Median,Stdev,sum_w
5021226,Arkansas,20862,16258,17278,344.5864595
5021236,Arkansas,55695,33003,57788,145.4578392
5021246,Arkansas,49946,27699,60099,175.3137589
5021256,Arkansas,60640,46960,46753,266.1907187
502126,Arkansas,51029,37136,45721,794.0021794
5021266,Arkansas,56573,45089,33754,363.5901789
5021276,Arkansas,73391,70609,43701,371.8771711
5021286,Arkansas,72984,60480,55860,603.8338389
5021296,Arkansas,0,0,0,0
5021306,Arkansas,120893,300000,54982,137.2174011
5021316,Arkansas,51212,40484,35161,243.556929
5021326,Arkansas,52530,42909,40886,400.9213681
5021336,Arkansas,38899,27533,27919,286.9607774
5021346,Arkansas,80402,62781,54693,297.8812646
5021356,Arkansas,29634,16512,38479,302.5114609
502136,Arkansas,39872,28142,38525,1605.12385
5021366,Arkansas,54421,41431,44216,276.0551468
5021376,Arkansas,21864,11410,22324,245.9159549
5021386,Arkansas,97639,78239,76439,353.1126288
5021396,Arkansas,44210,27092,41363,223.3231616
5021406,Arkansas,62805,50487,49041,494.9144565
5021416,Arkansas,50685,40898,47791,242.8211075
5021426,Arkansas,50396,44103,33595,649.774402
5021436,Arkansas,27815,15254,25204,197.4278071
5021446,Arkansas,51144,33179,50350,452.1397892
5021456,Arkansas,32222,30537,21098,310.0616693
502146,Arkansas,48523,42197,38856,1577.049026
5021466,Arkansas,22017,18481,17073,227.8288566
5021476,Arkansas,36459,31107,24361,353.0545245
5021486,Arkansas,48426,41240,41843,346.1886017
5021496,Arkansas,64750,48474,52768,155.8281584
5021506,Arkansas,43354,31693,38788,691.4157697
5021516,Arkansas,40829,34719,33198,427.7811678
5021526,Arkansas,49170,42459,38842,262.9866308
5021536,Arkansas,42618,34573,34770,592.3395441
5021546,Arkansas,50491,35982,44519,248.8238381
5021556,Arkansas,33450,24307,35237,385.7247803
502156,Arkansas,31132,21907,27578,635.7756183
5021566,Arkansas,95008,85442,74946,105.3921237
5021576,Arkansas,42802,29472,30644,87.73147373
5021586,Arkansas,29997,18140,26515,133.2930797
5021596,Arkansas,21785,12312,21312,260.3131554
50216,Arkansas,44162,36614,34055,1514.228992
5021606,Arkansas,43272,24558,37664,260.4538924
5021616,Arkansas,65950,51064,51842,213.6869417
5021626,Arkansas,34661,26162,27608,198.2611727
5021636,Arkansas,56068,300000,37308,209.1945321
5021646,Arkansas,56864,35472,60440,360.4560902
5021656,Arkansas,39883,29593,38506,289.3571889
502166,Arkansas,37679,33388,28821,254.4117402
5021666,Arkansas,34824,21619,34456,294.7882296
5021676,Arkansas,51008,34422,44374,227.8909928
5021686,Arkansas,50728,34703,44792,142.9292417
5021696,Arkansas,63638,35204,60792,175.0948082
5021706,Arkansas,52593,37712,46747,324.1214713
5021716,Arkansas,62133,42437,55440,367.7539242
5021726,Arkansas,51697,45977,28316,845.3736766
5021736,Arkansas,75147,65659,43006,206.3903902
5021746,Arkansas,52529,52750,36239,297.7852535
5021756,Arkansas,60938,47062,45699,236.2252574
502176,Arkansas,32203,18558,38342,457.4155977
5021766,Arkansas,52841,40233,41917,296.358776
5021776,Arkansas,46070,38190,37166,579.2682365
5021786,Arkansas,45933,35076,37342,485.8226589
5021796,Arkansas,70530,60541,58445,170.5897163
5021806,Arkansas,50676,42362,33842,570.6804729
5021816,Arkansas,62143,49487,45476,473.4143595
5021826,Arkansas,112500,300000,9129,2.599583983
5021836,Arkansas,27570,21012,22989,401.9522706
5021846,Arkansas,53596,38506,35199,183.4605851
5021856,Arkansas,53389,39110,53611,152.0953127
502186,Arkansas,44337,28121,46847,1309.883956
5021866,Arkansas,43785,32171,44571,427.7165925
5021876,Arkansas,45955,29222,36666,108.0966494
5021886,Arkansas,47531,39831,38850,250.6255564
5021896,Arkansas,50710,40104,40020,420.7512301
5021906,Arkansas,44152,37804,28522,675.8491097
5021916,Arkansas,54215,37294,52234,494.4744793
5021926,Arkansas,31220,16773,44878,477.9342736
5021936,Arkansas,51845,40779,52685,266.652981
5021946,Arkansas,27554,25602,17916,241.0630426
5021956,Arkansas,15542,12837,9219,244.3274667
502196,Arkansas,64857,57368,42007,933.8241302
5021966,Arkansas,45561,25354,47033,211.0939481
5021976,Arkansas,47081,35799,35986,176.6279129
5021986,Arkansas,36571,24784,34967,415.3230882
5021996,Arkansas,41625,35775,29284,355.2574659
5022006,Arkansas,49931,38788,47981,195.2243395
5022016,Arkansas,47160,33316,35089,328.5902066
5022026,Arkansas,40602,36427,31191,708.691836
5022036,Arkansas,37337,31100,28996,732.4525413
5022046,Arkansas,57163,44761,42878,304.4194331
5022056,Arkansas,37068,30565,32671,325.9885554
502206,Arkansas,56859,53241,40130,663.0000484
5022066,Arkansas,56326,58050,33136,126.9550036
5022076,Arkansas,118293,300000,73606,140.924493
5022086,Arkansas,40534,16264,61856,208.391536
5022096,Arkansas,35996,26389,33434,564.9658729
5022106,Arkansas,53695,51396,39247,462.4128889
5022116,Arkansas,54392,47118,37057,371.7822381
5022126,Arkansas,30485,26911,20544,331.8143386
5022136,Arkansas,42047,28859,42234,199.3949815
5022146,Arkansas,25890,14822,22427,68.82869433
5022156,Arkansas,23660,11902,24670,192.6480443
502216,Arkansas,76936,67814,58005,1507.08657
5022166,Arkansas,35859,23494,31930,745.5793412
5022176,Arkansas,41187,33243,25648,222.6277328
5022186,Arkansas,63412,42307,53995,183.2586391
5022196,Arkansas,80662,70656,55972,371.8781402
5022206,Arkansas,41487,37609,28251,546.2787019
5022216,Arkansas,94958,84660,76117,216.1834086
5022226,Arkansas,80686,82872,47040,229.7524895
5022236,Arkansas,54491,44761,37621,338.5547166
5022246,Arkansas,56228,48817,42503,316.8240396
5022256,Arkansas,44669,31940,42544,375.5870885
502226,Arkansas,54289,41852,46346,1947.533783
5022266,Arkansas,39345,32298,35473,380.8945256
5022276,Arkansas,91219,54396,82037,351.820176
5022286,Arkansas,149418,164759,86032,462.0598596
5022296,Arkansas,58152,45145,46657,496.3179046
5022306,Arkansas,67466,66294,49252,199.2841799
5022316,Arkansas,50170,46464,38174,269.5438476
5022326,Arkansas,28540,19887,30898,329.0142023
5022336,Arkansas,40976,29117,33068,203.8575146
5022346,Arkansas,64303,58931,53352,118.6614153
5022356,Arkansas,35269,35855,19103,360.6613774
502236,Arkansas,30039,22404,26921,1207.266054
5022366,Arkansas,27555,19354,24289,315.1165585
5022376,Arkansas,59725,38123,50957,215.4553929
5022386,Arkansas,56901,300000,44168,302.4260333
5022396,Arkansas,71425,300000,49042,245.4238568
5022406,Arkansas,62584,300000,27618,344.713897
5022416,Arkansas,70917,63490,43136,774.6978813
5022426,Arkansas,72055,53065,54444,274.2908749
5022436,Arkansas,104980,108297,59935,373.3388626
5022446,Arkansas,45529,36888,38074,684.4664328
5022456,Arkansas,50015,34177,49646,268.6571714
502246,Arkansas,67369,56525,42691,694.103562
5022466,Arkansas,31717,25789,24024,279.5251856
5022476,Arkansas,25135,20001,24997,81.46140086
5022486,Arkansas,34686,28516,29269,428.0610892
5022496,Arkansas,33300,20279,33334,339.9150503
5022506,Arkansas,37088,24484,34251,331.3891126
5022516,Arkansas,44789,35484,27494,420.3516596
5022526,Arkansas,80357,66725,65721,211.2572141
5022536,Arkansas,85554,70685,73357,290.5534755
5022546,Arkansas,51340,53715,33373,408.4489398
5022556,Arkansas,49288,25523,53132,465.0511801
502256,Arkansas,56461,47335,36785,1396.91249
5022566,Arkansas,35834,30952,19394,397.9274858
5022576,Arkansas,43294,32640,29578,181.4625652
5022586,Arkansas,32776,32383,19169,541.9865508
5022596,Arkansas,38293,23741,35333,568.2533592
50226,Arkansas,83571,67751,62051,994.1116252
5022606,Arkansas,54222,46745,44263,175.1612456
5022616,Arkansas,51926,51461,33114,211.6572838
5022626,Arkansas,31279,25788,28683,317.1848034
5022636,Arkansas,31112,23904,30537,270.7275626
5022646,Arkansas,51943,42011,34960,371.2566103
5022656,Arkansas,81375,65524,55446,300.051325
502266,Arkansas,37324,27900,32566,1817.908789
5022666,Arkansas,47481,43226,41499,177.2567005
5022676,Arkansas,47419,35851,40511,1064.137636
5022686,Arkansas,46287,50135,22313,259.8878986
5022696,Arkansas,68276,44580,66109,446.9133723
5022706,Arkansas,82887,81414,55634,562.2352516
5022716,Arkansas,84076,72153,56899,295.8173728
5022726,Arkansas,19925,15813,16166,847.4520498
5022736,Arkansas,46644,27077,49649,167.9902115
5022746,Arkansas,22348,12106,23185,535.6598489
5022756,Arkansas,43882,34614,30017,505.2496791
502276,Arkansas,48144,38156,38554,1274.282675
5022766,Arkansas,59291,40844,57859,370.7175667
5022776,Arkansas,36214,28270,25566,230.5262368
5022786,Arkansas,66934,43275,62615,504.5842015
5022796,Arkansas,69736,66983,42739,668.0680706
5022806,Arkansas,74781,58570,56974,707.2618148
5022816,Arkansas,40892,33536,41202,693.268767
5022826,Arkansas,54745,45401,36534,475.1788074
502286,Arkansas,38790,24601,40818,907.7526407
502296,Arkansas,33541,21456,37398,444.5463598
502306,Arkansas,39499,28399,36538,504.9484908
502316,Arkansas,48258,39484,33119,933.5091314
502326,Arkansas,34800,26296,32883,876.7342655
502336,Arkansas,53566,37055,50987,538.1450789
502346,Arkansas,81407,72033,49312,1099.635056
502356,Arkansas,69614,58416,51044,792.5670315
50236,Arkansas,58396,43440,48067,1044.73085
502366,Arkansas,46497,38527,36709,1185.114693
502376,Arkansas,45439,29570,43162,1153.225686
502386,Arkansas,59919,48930,44865,961.531385
502396,Arkansas,46384,33291,43328,635.1731137
502406,Arkansas,51434,33789,53128,820.1281259
502416,Arkansas,39977,25018,40854,1750.232214
502426,Arkansas,49235,46187,34810,1074.820401
502436,Arkansas,43222,36733,34176,1146.901789
502446,Arkansas,43878,38414,34575,2104.845758
502456,Arkansas,69200,51672,68482,1180.857233
50246,Arkansas,75247,70059,46000,991.8847044
502466,Arkansas,81944,72307,58987,1347.681162
502476,Arkansas,28992,19923,30480,331.7857586
502486,Arkansas,39637,32031,33858,1464.795569
502496,Arkansas,53346,41189,47067,1283.682238
502506,Arkansas,67709,58056,49687,1088.039086
502516,Arkansas,33569,24654,26514,1147.427409
502526,Arkansas,122566,112106,76110,781.013395
502536,Arkansas,72438,52462,60202,2632.222407
502546,Arkansas,50214,43510,38816,1658.268512
502556,Arkansas,62395,52947,43384,1882.832703
50256,Arkansas,55902,46995,42809,1593.037589
502566,Arkansas,53274,43290,40397,633.4754363
502576,Arkansas,53636,47154,41031,1175.021027
502586,Arkansas,28749,23600,26645,1690.076838
502596,Arkansas,38171,33068,27000,1082.901701
5026,Arkansas,62145,37402,60817,442.687432
502606,Arkansas,72302,55632,62562,1395.600257
502616,Arkansas,42872,31287,43350,1157.296882
502626,Arkansas,63101,51070,52432,895.6548946
502636,Arkansas,88997,67166,72936,1371.96188
502646,Arkansas,83684,60357,70378,996.4488382
502656,Arkansas,51116,34990,50086,1787.86536
50266,Arkansas,87613,68801,64259,1254.082809
502666,Arkansas,52801,38865,44704,1074.675712
502676,Arkansas,67054,56514,53382,1466.752934
502686,Arkansas,46117,35171,34487,608.2784162
502696,Arkansas,23743,23696,17589,276.3840426
502706,Arkansas,52407,39821,41111,217.7931271
502716,Arkansas,55619,46025,46232,275.0875273
502726,Arkansas,67610,50801,53789,294.4890513
502736,Arkansas,34736,24249,27895,723.8477454
502746,Arkansas,53100,300000,46013,341.260761
502756,Arkansas,37578,31023,30692,299.7886439
50276,Arkansas,50528,41496,36506,1510.153555
502766,Arkansas,92734,300000,60166,234.5911929
502776,Arkansas,52877,51384,25504,651.2062286
502786,Arkansas,53625,41884,38482,602.2192199
502796,Arkansas,101528,300000,78548,299.0893296
502806,Arkansas,39761,34063,30863,628.0203232
502816,Arkansas,103339,300000,59676,275.9809555
502826,Arkansas,56899,46650,43820,517.2847672
502836,Arkansas,99608,98726,55516,218.078765
502846,Arkansas,63848,40361,54925,290.4223423
502856,Arkansas,50198,41567,42607,251.3478664
50286,Arkansas,45135,33197,39186,799.6398643
502866,Arkansas,121903,128896,48600,163.2471294
502876,Arkansas,149574,300000,56509,105.3853713
502886,Arkansas,68290,53479,49563,284.6863152
502896,Arkansas,82141,68892,70257,183.3878494
502906,Arkansas,41280,39995,22157,581.1552538
502916,Arkansas,57327,300000,39188,281.4606093
502926,Arkansas,62069,43176,51982,279.4261883
502936,Arkansas,52311,43056,44359,179.4916418
502946,Arkansas,44546,26266,50675,339.4517048
502956,Arkansas,47672,36362,36899,243.9250763
50296,Arkansas,31657,20208,33030,842.2970496
502966,Arkansas,35543,18669,46553,249.2905964
502976,Arkansas,15984,9618,18373,209.7138827
502986,Arkansas,56088,40096,43792,187.1908983
502996,Arkansas,46040,28259,46759,289.0921136
6011848,California,54602,300000,32641,37.89886592
6011858,California,24830,300000,14770,140
6011868,California,91662,79440,65636,2524.288055
6011878,California,63761,48440,55214,620.1108734
6011888,California,96841,82737,67911,1074.376484
6011898,California,81093,63124,62913,3757.198136
6011908,California,71164,52951,60295,3517.812965
6011918,California,71025,56986,57439,62475.41281
6011928,California,41404,31689,37090,805.415579
6011938,California,60891,54896,39884,576.7052983
6011948,California,33158,31129,17722,125.1972013
6011958,California,29530,19739,22104,51.39958044
6011968,California,132698,127534,71468,131.4542103
6011978,California,100173,76150,73456,241.2548682
6011988,California,41547,31028,31083,897.9791032
6011998,California,100640,92772,64768,7494.298571
6012008,California,80327,71623,55978,887.1411079
6012018,California,78774,55666,52503,114.2937378
6012028,California,61578,45346,50889,2145.657044
6012038,California,78162,60687,56027,1536.927056
6012048,California,45763,32833,48119,67.79749948
6012058,California,32499,300000,1826,7
6012068,California,72668,300000,26981,16.33230215
6012078,California,57388,41500,50971,87.59678633
6012088,California,74506,62609,49426,1443.873552
6012098,California,82439,72505,56415,9358.209267
6012108,California,135724,130312,75495,1170.297162
6012118,California,67508,39905,59076,185.8945947
6012128,California,62241,48972,48721,597.7122048
6012138,California,52186,43250,40688,15651.35009
6012148,California,114042,86241,75281,328.2763143
6012158,California,77334,64833,55152,7877.274525
6012168,California,36865,26537,29934,77.66302436
6012178,California,88415,74953,62070,14227.33025
6012188,California,46670,35348,36810,8089.25516
6012198,California,64762,38492,59874,74.46300767
6012208,California,101668,89518,68452,7349.172615
6012218,California,94240,36578,87348,93.63114264
6012228,California,126995,119417,72770,5306.969342
6012238,California,59514,47505,48363,3515.860487
6012248,California,55412,43934,43685,2192.074721
6012258,California,70959,300000,30348,42.33158214
6012268,California,43059,36830,25925,54.2655284
6012278,California,104661,86968,70772,2594.748769
6012288,California,67119,51007,55767,26781.68199
6012298,California,46256,31719,41939,298.7854985
6012308,California,67684,53517,59891,901.689843
6012318,California,55519,52439,37852,26.96505016
6012328,California,39439,25955,35242,58.86420663
6012338,California,49495,36846,45243,1455.982531
6012348,California,33535,18417,34551,126.3978737
6012358,California,45384,38763,31249,2121.733625
6012368,California,94368,81326,67204,6759.372169
6012378,California,21163,30485,13700,21.33186667
6012388,California,46187,27144,47208,191.6273689
6012398,California,40839,27678,41290,411.1558471
6012408,California,55566,38476,48129,1306.722967
6012418,California,107548,88891,67964,331.138726
6012428,California,105322,116734,59006,112.8202311
6012438,California,71416,53373,58733,8813.006147
6012448,California,38162,26647,35631,1055.96573
6012458,California,98804,83908,69678,31761.5595
6012468,California,17122,20515,7032,44.66573333
6012478,California,67768,50637,55281,1656.289486
6012488,California,116516,111367,64817,633.919829
6012498,California,66953,57050,50640,14036.38353
6012508,California,102857,300000,73360,244.4561889
6012518,California,69749,300000,5981,4.332755517
6012528,California,146539,137452,77834,2023.408861
6012538,California,105321,76530,81893,128.3924985
6012548,California,54704,31295,54483,182.8266163
6012558,California,64425,69282,33988,131.1573252
6012568,California,53317,300000,65690,55.19900439
6012578,California,115367,103680,76241,421.1078682
6012588,California,50166,300000,41056,281.5258477
6012598,California,45143,37956,31897,851.0743396
6012608,California,40664,30077,37152,2561.348022
6012618,California,57266,51069,42662,2075.741652
6012628,California,89332,62885,73377,246.08916
6012638,California,159081,173800,86393,2823.202214
6012648,California,36199,30997,22659,426.6939911
6012658,California,62566,43080,47125,97.25956609
6012668,California,49807,40326,39810,11750.31659
6012678,California,46160,31868,43754,264.7268056
6012688,California,42633,300000,36037,53.96475965
6012698,California,66548,47901,68532,123.3916047
6012708,California,51987,36937,46907,17272.41509
6012718,California,123055,300000,71595,20.33039184
6012728,California,103219,83492,73625,478.1718098
6012738,California,86051,70785,65240,6344.810224
6012748,California,22499,300000,1826,22
6012758,California,48547,33293,48459,1107.299565
6012768,California,67025,50450,53449,618.9797789
6012778,California,44076,35849,36861,1830.544045
6012788,California,22615,16194,19484,94.15788323
6012798,California,97832,86829,66154,2962.490327
6012808,California,50937,31359,53493,759.6696575
6012818,California,87622,71797,59360,1374.544059
6012828,California,54837,48931,42496,1648.560724
6012838,California,39841,29148,43934,221.297244
6012848,California,59644,48663,50221,2043.269636
6012858,California,71209,53175,60825,13853.03552
6012868,California,55116,45286,41505,8982.711824
6012878,California,50731,32526,43675,367.0219398
6012888,California,91924,79519,64791,9693.844052
6012898,California,75691,59995,51853,310.9527356
6012908,California,57660,48204,35144,355.1868364
6012918,California,80553,56067,64635,1481.962095
6012928,California,104845,300000,43214,54.99535981
6012938,California,89000,300000,8231,0.999839994
6012948,California,77090,65343,55980,3391.375839
6012958,California,37053,28386,30944,669.9791196
6012968,California,84082,83217,38317,202.6434942
6012978,California,45122,36946,37398,940.8291692
6012988,California,48136,300000,10142,96.4970497
6012998,California,143582,140323,84725,834.7498388
6013008,California,164985,184260,84272,191.383542
6013018,California,64615,49743,55451,106035.137
6013028,California,107195,92987,69393,429.9715341
6013038,California,91998,79150,65569,5521.877841
6013048,California,95567,74019,75480,5502.356209
6013058,California,62308,49204,50986,456.7158801
6013068,California,80113,62204,68648,11162.01873
6013078,California,97244,87362,71020,735.9560443
6013088,California,72597,63779,49304,794.4253003
6013098,California,32149,23383,19680,98.19880128
6013108,California,52956,46292,37775,674.1127942
6013118,California,73676,68209,47124,1105.876623
6013128,California,30614,300000,2958,43
6013138,California,54149,42954,41327,15639.6822
6013148,California,60188,300000,25016,59.99711981
6013158,California,89161,48662,87102,1727.77131
6013168,California,33647,25143,27845,650.3449576
6013178,California,72202,60744,51242,325.4507084
6013188,California,57445,61051,38812,496.7669288
6013198,California,24696,11792,21600,44.16238328
6013208,California,38206,29463,31173,476.1208016
6013218,California,63405,51079,55849,48.93071411
6013228,California,87689,76613,56410,10926.34786
6013238,California,58613,46466,47634,11625.22015
6013248,California,52048,41690,41832,5548.548572
6013258,California,68946,48293,61964,103.494979
6013268,California,80845,72205,53806,319.7463971
6013278,California,82224,76099,46663,1882.597805
6013288,California,108837,100267,70014,3297.824704
6013298,California,57753,45196,46680,9162.650804
6013308,California,79017,63800,58101,3661.269191
6013318,California,39928,26090,41109,7649.302158
6013328,California,64580,60943,48120,688.8004415
6013338,California,35613,35444,27148,527.1595584
6013348,California,52875,44008,40482,674.4816543
6013358,California,51844,43034,50587,104.7260625
6013368,California,51100,38217,45854,5769.686175
60210009,California,141291,300000,68996,86.36003848
60210019,California,56914,46533,56987,420.0089599
60210029,California,65856,56124,45132,295.0538455
60210039,California,68506,58839,49757,213.3206343
60210049,California,112677,94894,85957,218.5571639
60210059,California,94980,91552,59402,134.1251764
60210069,California,93996,74907,64056,368.0082161
60210079,California,135569,300000,76906,346.4413449
60210089,California,175893,191043,75701,126.1884251
6021009,California,26342,18277,23523,1260.375189
60210099,California,122054,121110,67834,169.0480261
60210109,California,94510,86770,61106,319.2839918
60210119,California,82260,62199,62157,397.879958
60210129,California,80195,32216,83414,394.7547941
60210139,California,48564,30185,49138,638.4087609
60210149,California,46427,300000,27638,109.7635716
60210159,California,68746,300000,41799,17.59958398
60210169,California,31331,27171,20701,282.9901065
60210179,California,26936,24459,35385,275.4869913
60210189,California,32195,18241,37370,328.847133
6021019,California,101564,91187,67621,1073.419151
60210199,California,37775,32819,26587,409.3519043
60210209,California,23025,19592,19208,316.8512213
60210219,California,114884,300000,74827,106.3276696
60210229,California,68012,41889,62116,462.9525378
60210239,California,67770,55850,61072,161.3545665
60210249,California,37213,23315,33954,270.9616485
60210259,California,46000,21914,57257,245.889836
60210269,California,25363,24284,15385,490.8905481
60210279,California,44403,300000,38268,179.264255
60210289,California,20513,17803,12146,399.3280666
6021029,California,90801,83804,53624,774.0457256
60210299,California,28276,17080,33552,504.8469812
60210309,California,47015,46353,31916,380.1159248
60210319,California,38784,25098,37899,340.1211642
60210329,California,39390,32348,36209,173.1611192
60210339,California,100401,75728,79845,121.760302
60210349,California,96454,300000,68054,107.8285644
60210359,California,69094,53793,50023,303.5555965
60210369,California,45548,29538,56260,275.9559652
60210379,California,61762,58859,37473,186.6920309
60210389,California,78293,71534,44929,706.0267283
6021039,California,49017,41479,32265,1454.082287
60210399,California,75827,72864,54437,302.9194143
60210409,California,99856,83707,74372,173.2573713
60210419,California,51513,43176,40207,856.0589766
60210429,California,42661,30873,31674,587.6576386
60210439,California,130379,127624,80051,73.52315713
60210449,California,24519,15341,22455,614.5690193
60210459,California,42565,37818,37807,381.4136056
60210469,California,60998,46592,46675,307.1930611
60210479,California,49134,41530,35739,459.1135422
60210489,California,26223,17391,23984,392.9447394
6021049,California,56992,39473,50611,804.1263221
60210499,California,31272,21942,29105,764.7399727
60210509,California,92719,81800,59611,378.0703115
60210519,California,94931,89265,57837,182.886096
60210529,California,116641,300000,76942,171.3526962
60210539,California,105422,300000,65384,34.66343961
60210549,California,42459,49466,24386,287.7796333
60210559,California,48088,33260,43317,254.153229
60210569,California,72850,67452,49071,230.3176475
60210579,California,66140,300000,32663,263.1584474
60210589,California,77299,43682,72082,120.6298926
6021059,California,76076,68372,48584,588.0933555
60210599,California,36631,21984,52214,260.158673
60210609,California,67028,54852,45040,201.3574983
60210619,California,91840,300000,48267,37.53082611
60210629,California,107612,95137,70383,253.0204273
60210639,California,36480,22455,38995,589.7889491
60210649,California,82535,73293,57919,99.65692477
60210659,California,61962,300000,41359,134.9979199
60210669,California,58925,300000,31751,215.5245163
60210679,California,124958,108583,77787,162.5222057
60210689,California,43666,24129,46704,185.819592
6021069,California,39209,31614,34188,1116.126388
60210699,California,46691,35472,39922,165.8618
60210709,California,29663,23824,25695,485.9184728
60210719,California,95126,89163,55806,171.2546346
60210729,California,40404,36615,20349,222.3256107
60210739,California,59164,56349,45351,164.7550596
60210749,California,42883,40027,28278,514.0532259
60210759,California,63237,44109,57039,134.295379
60210769,California,47707,33487,37030,384.0891046
60210779,California,85033,73345,55356,134.2604988
60210789,California,99433,73049,70668,182.5885683
6021079,California,38045,31876,30117,1684.438255
60210799,California,42733,25188,33534,404.1514851
60210809,California,75316,67112,56817,291.4542806
60210819,California,40289,28788,34802,516.3468088
60210829,California,59154,49556,47634,180.7579872
60210839,California,48106,45774,35048,600.8096735
60210849,California,68994,59364,50520,520.7766505
60210859,California,50321,33497,52524,152.4941871
60210869,California,64765,47670,54003,275.4920048
60210879,California,42756,25831,50343,397.6165364
60210889,California,68139,55982,49349,170.5256552
6021089,California,44177,28472,44312,1421.8454
60210899,California,67675,39062,69051,298.91783
602109,California,69451,63541,51804,745.93188
60210909,California,41460,18600,48430,311.2593438
60210919,California,82874,76449,40653,582.0904098
60210929,California,48768,36209,45607,340.1905719
60210939,California,52637,47641,40267,321.2881681
60210949,California,39420,25284,39281,216.9956843
60210959,California,70533,60898,59628,503.9800402
60210969,California,40304,23203,36262,63.79786308
60210979,California,91625,84997,51673,172.5822526
60210989,California,64939,49379,48774,432.2503691
6021099,California,57977,42618,46357,1052.79672
60210999,California,47383,35774,37755,500.4505569
60211009,California,50879,36387,53440,367.1520322
60211019,California,44633,27293,41959,660.1423695
60211029,California,61146,52669,41103,155.4273621
60211039,California,64345,59094,49723,269.8107728
60211049,California,58604,52265,40230,437.7496067
60211059,California,63028,62717,36385,604.9034852
60211069,California,31798,21796,25525,326.2516549
60211079,California,42143,21521,48686,168.0258926
60211089,California,26335,22539,17294,177.4639164
6021109,California,79435,59562,61561,1122.776668
60211099,California,56318,42479,45251,672.8083025
60211109,California,29901,20426,27369,164.129863
60211119,California,18072,10950,24066,242.182688
60211129,California,38245,34895,26382,264.222199
60211139,California,57296,300000,50311,198.4613788
60211149,California,72112,300000,53256,101.5971965
60211159,California,28287,22976,24274,611.4483052
60211169,California,57505,300000,47873,578.1867802
60211179,California,107627,96654,52989,114.653531
60211189,California,56758,49786,29470,200.6927266
6021119,California,36454,27394,35152,695.850204
60211199,California,54369,45517,37289,510.1139995
60211209,California,62899,300000,51306,218.6933322
60211219,California,46091,300000,27308,439.8230383
60211229,California,54283,46767,42202,191.8242764
60211239,California,73228,300000,46719,420.5144496
60211249,California,52122,33721,53839,405.513045
60211259,California,67801,66002,48241,530.7618365
60211269,California,120751,121050,45336,152.5142776
60211279,California,134280,127547,79361,145.9577399
60211289,California,46599,38302,36377,374.6249261
6021129,California,94000,88623,63042,1148.982165
60211299,California,47921,38561,37204,348.3259998
60211309,California,0,0,0,0
60211319,California,45167,37226,41862,225.4960992
60211329,California,43192,33591,26115,312.9593816
60211339,California,59397,39208,56209,670.6787927
60211349,California,29345,18779,25341,533.3865155
60211359,California,37548,24519,37365,355.3875842
60211369,California,69092,61024,46292,676.5359329
60211379,California,125966,300000,61427,285.6454059
60211389,California,42088,26218,35372,468.1538673
6021139,California,69956,53963,59129,510.2132065
60211399,California,57877,65076,33164,204.2212632
60211409,California,74316,52262,59946,291.7229388
60211419,California,95438,76816,67960,111.7543174
60211429,California,53026,38595,42781,356.1542416
60211439,California,39654,35419,30571,384.3853401
60211449,California,47312,24714,57638,200.2606979
60211459,California,84148,74559,57437,320.8139193
60211469,California,61052,300000,34937,308.5554164
60211479,California,92303,300000,67623,397.9798705
60211489,California,42361,30472,39398,613.8016921
6021149,California,50565,42087,42791,1071.994167
60211499,California,64685,60261,52789,183.5878425
60211509,California,46209,47876,29039,267.7909747
60211519,California,48378,31305,48265,162.9888425
60211529,California,0,0,0,0
60211539,California,61381,52143,42909,157.5918837
60211549,California,46508,28512,41103,307.5170444
60211559,California,41732,27038,39758,339.4889898
60211569,California,61941,55303,46728,337.8478095
60211579,California,43464,39570,44676,105.5643495
60211589,California,60707,59703,41137,186.1244894
6021159,California,59288,45711,47450,1460.548074
60211599,California,72742,56751,57194,152.4547601
60211609,California,54587,33774,57058,653.3798221
60211619,California,80790,74909,60420,224.081352
60211629,California,87333,300000,59325,119.1929832
60211639,California,71081,38426,70527,317.655411
60211649,California,41633,36414,32712,477.0136353
60211659,California,45536,33087,39032,235.3617969
60211669,California,66370,68301,42611,211.6227465
60211679,California,63855,54779,43340,290.4181038
60211689,California,49790,36166,49238,385.7252685
6021169,California,78642,62733,63866,253.8166081
60211699,California,75216,63129,53345,273.2852204
60211709,California,78072,68401,47685,488.4749603
60211719,California,77745,67955,54897,268.3195131
60211729,California,116540,300000,60870,123.5558927
60211739,California,61085,54098,47761,421.0137303
60211749,California,149418,300000,62264,114.95329
60211759,California,89915,300000,53157,117.8947398
60211769,California,84635,300000,45923,98.75875287
60211779,California,78131,84660,42976,299.5822108
60211789,California,104501,105105,71130,131.1927379
6021179,California,88535,76038,63715,567.0981626
60211799,California,102520,106630,54373,142.2534761
60211809,California,80195,61041,64552,631.9959358
60211819,California,100529,90602,72354,157.8213185
60211829,California,51265,41995,36970,806.3344791
60211839,California,49196,46239,33534,1056.512135
60211849,California,97358,300000,61605,204.2192445
60211859,California,54102,44427,46815,720.1080882
60211869,California,72350,60838,59979,592.1051515
60211879,California,97155,85144,54813,163.5531377
60211889,California,94694,91079,55522,188.6237486
6021189,California,50352,44915,35989,906.5951444
60211899,California,57134,43142,47921,648.9149314
602119,California,137482,133190,83451,519.5604104
60211909,California,63169,60612,44051,175.0265003
60211919,California,55225,42001,50746,533.8516075
